run,family,key,distinct_hashes,snapshots,dtype,moved
fp32-magnitude,magnitude,base_model.model.model.layers.22.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.22.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.22.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.23.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.23.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.23.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.23.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.23.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.24.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.24.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.24.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.24.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.24.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.25.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.25.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.25.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.25.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.25.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.26.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.26.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.26.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.26.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.26.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.27.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.27.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.27.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.27.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.27.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.28.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.28.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.28.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.28.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.28.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.29.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.29.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.29.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.29.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.29.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.3.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.3.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.3.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.3.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.3.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.30.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.30.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.30.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.30.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.30.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.31.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.31.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.31.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.31.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.31.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.4.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.4.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.4.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.4.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.4.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.5.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.5.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.5.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.5.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.5.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.6.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.6.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.6.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.6.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.6.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.7.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.7.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.7.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.7.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.7.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.8.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.8.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.8.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.8.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.8.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.9.mlp.down_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.9.mlp.up_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.9.self_attn.k_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.9.self_attn.q_proj.lora_magnitude_vector,7,7,F32,True
fp32-magnitude,magnitude,base_model.model.model.layers.9.self_attn.v_proj.lora_magnitude_vector,7,7,F32,True
