run,reference_step,step,key,layer,module,dtype,hash_changed,changed_element_fraction,mean_abs_delta,relative_l2_delta,max_abs_delta
bf16-native,10,100,base_model.model.model.layers.1.mlp.down_proj.lora_magnitude_vector,1,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.1.mlp.down_proj.lora_magnitude_vector,1,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.1.mlp.down_proj.lora_magnitude_vector,1,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.1.mlp.down_proj.lora_magnitude_vector,1,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.1.mlp.down_proj.lora_magnitude_vector,1,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.1.mlp.up_proj.lora_magnitude_vector,1,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.1.self_attn.k_proj.lora_magnitude_vector,1,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.1.self_attn.q_proj.lora_magnitude_vector,1,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.1.self_attn.v_proj.lora_magnitude_vector,1,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.10.mlp.down_proj.lora_magnitude_vector,10,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.10.mlp.up_proj.lora_magnitude_vector,10,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.10.self_attn.k_proj.lora_magnitude_vector,10,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.10.self_attn.q_proj.lora_magnitude_vector,10,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.10.self_attn.v_proj.lora_magnitude_vector,10,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.11.mlp.down_proj.lora_magnitude_vector,11,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.11.mlp.up_proj.lora_magnitude_vector,11,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.11.self_attn.k_proj.lora_magnitude_vector,11,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.11.self_attn.q_proj.lora_magnitude_vector,11,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.11.self_attn.v_proj.lora_magnitude_vector,11,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.12.mlp.down_proj.lora_magnitude_vector,12,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.12.mlp.up_proj.lora_magnitude_vector,12,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.12.self_attn.k_proj.lora_magnitude_vector,12,k_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.12.self_attn.q_proj.lora_magnitude_vector,12,q_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.12.self_attn.v_proj.lora_magnitude_vector,12,v_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.13.mlp.down_proj.lora_magnitude_vector,13,down_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,50,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,100,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,200,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,500,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,1000,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,2000,base_model.model.model.layers.13.mlp.up_proj.lora_magnitude_vector,13,up_proj,BF16,False,0.0,0.0,0.0,0.0
bf16-native,10,10,base_model.model.model.layers.13.self_attn.k_proj.lora_magnitude_vector,13,k_proj,BF16,False,0.0,0.0,0.0,0.0
