run_id,run,method,seed,snapshot,step,checkpoint_fraction,layer,target_module,quantized_base,delta_direction,delta_magnitude_paper,delta_magnitude_rel,coefficient_update_rel,effective_weight_update_rel,quant_delta_direction,total_delta_direction,quant_delta_magnitude_paper,quant_delta_magnitude_rel,total_delta_magnitude_paper,total_delta_magnitude_rel
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,1,k_proj,False,0.0028002336621284485,0.0030620787292718887,0.002398341428488493,0.05524863675236702,0.05524863302707672,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,2,k_proj,False,0.0037140969652682543,0.004370932467281818,0.003569388994947076,0.06439690291881561,0.06439690291881561,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,3,k_proj,False,0.002684763167053461,0.003767717396840453,0.002787433099001646,0.06289802491664886,0.06289802491664886,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,4,k_proj,False,0.0028483420610427856,0.003977812360972166,0.0029610965866595507,0.06575378030538559,0.06575378030538559,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,5,k_proj,False,0.0047376989386975765,0.005671369377523661,0.004774588625878096,0.07504940032958984,0.07504941523075104,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,0,q_proj,False,0.014137035235762596,0.011356150731444359,0.015716858208179474,0.1273929625749588,0.1273929625749588,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,1,q_proj,False,0.005704405717551708,0.004648125730454922,0.0053345561027526855,0.08308501541614532,0.08308502286672592,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,2,q_proj,False,0.007597924675792456,0.006061760243028402,0.006951945833861828,0.09607069194316864,0.09607068449258804,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,3,q_proj,False,0.006113139446824789,0.005682553630322218,0.006063052453100681,0.09609872847795486,0.09609873592853546,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,4,q_proj,False,0.006576123181730509,0.005691078025847673,0.006452290806919336,0.09606503695249557,0.09606505185365677,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,5,q_proj,False,0.008495091460645199,0.006674787029623985,0.007775463629513979,0.10157277435064316,0.10157277435064316,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,0,up_proj,False,0.019735367968678474,0.013479648157954216,0.02153771184384823,0.20168079435825348,0.20168079435825348,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,1,up_proj,False,0.018490958958864212,0.012863588519394398,0.020449217408895493,0.1951524317264557,0.1951524317264557,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,2,up_proj,False,0.0183781236410141,0.012702921405434608,0.020432306453585625,0.19460012018680573,0.19460012018680573,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,3,up_proj,False,0.017649350687861443,0.011953288689255714,0.020155735313892365,0.190738245844841,0.190738245844841,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,4,up_proj,False,0.015672951936721802,0.010279607959091663,0.01717347651720047,0.1789182871580124,0.1789182871580124,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,5,up_proj,False,0.015251608565449715,0.010047725401818752,0.016973402351140976,0.17621874809265137,0.17621876299381256,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,0,v_proj,False,0.019316354766488075,0.007975110784173012,0.021550403907895088,0.19688235223293304,0.19688235223293304,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,1,v_proj,False,0.01783640868961811,0.008449864573776722,0.019287994131445885,0.18275579810142517,0.18275578320026398,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,2,v_proj,False,0.030264101922512054,0.01146488543599844,0.03141307458281517,0.22926586866378784,0.22926586866378784,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,3,v_proj,False,0.019578494131565094,0.009311179630458355,0.020878206938505173,0.19402113556861877,0.19402113556861877,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,4,v_proj,False,0.019235044717788696,0.009212516248226166,0.01962030678987503,0.1836359053850174,0.1836359053850174,,,,,,
lora-match-seed42,LoRA lr-match (seed 42),LoRA lr-match,42,final_step_31956,31956,1.0,5,v_proj,False,0.023707866668701172,0.010120602324604988,0.025529880076646805,0.21397340297698975,0.21397340297698975,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,0,down_proj,False,0.0057906499132514,0.007189066149294376,0.006669475231319666,0.10662860423326492,0.10662861168384552,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,1,down_proj,False,0.005666317418217659,0.0072867004200816154,0.008586492389440536,0.1070558950304985,0.1070558950304985,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,2,down_proj,False,0.004783276468515396,0.006115599535405636,0.005356239154934883,0.09799641370773315,0.09799642115831375,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,3,down_proj,False,0.004958749748766422,0.006103594787418842,0.0054134163074195385,0.0994425117969513,0.09944251924753189,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,4,down_proj,False,0.005119816865772009,0.006179329939186573,0.005726667121052742,0.10109903663396835,0.10109903663396835,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,5,down_proj,False,0.004756174050271511,0.005720583721995354,0.005497382953763008,0.0971217080950737,0.0971217080950737,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,0,k_proj,False,0.004287750460207462,0.005796839948743582,0.006035138387233019,0.07164733856916428,0.07164733856916428,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,1,k_proj,False,0.001504497486166656,0.0015426977770403028,0.0012416942045092583,0.0360952652990818,0.0360952652990818,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,2,k_proj,False,0.0013650404289364815,0.0016720429994165897,0.0013176272623240948,0.038796983659267426,0.038796983659267426,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,3,k_proj,False,0.0010840839240700006,0.0015936759300529957,0.0012056202394887805,0.039657339453697205,0.039657339453697205,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,4,k_proj,False,0.0010635147336870432,0.0015606204979121685,0.0012443260056897998,0.04043729975819588,0.04043729975819588,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,5,k_proj,False,0.0015955277485772967,0.0020522307604551315,0.0016852993285283446,0.0438467301428318,0.0438467301428318,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,0,q_proj,False,0.00599665055051446,0.005096384324133396,0.006804763805121183,0.08127453178167343,0.08127453178167343,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,1,q_proj,False,0.0030066994950175285,0.002354392083361745,0.002771061612293124,0.05764540657401085,0.05764539912343025,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,2,q_proj,False,0.0029877545312047005,0.002397545613348484,0.0028554261662065983,0.06057123467326164,0.06057123467326164,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,3,q_proj,False,0.0025764647871255875,0.002417850075289607,0.00269600679166615,0.06169387325644493,0.06169386953115463,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,4,q_proj,False,0.0025924863293766975,0.0022291308268904686,0.0026053013280034065,0.05901996046304703,0.05901996046304703,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,5,q_proj,False,0.003276573494076729,0.0025813321117311716,0.003067917190492153,0.06222261115908623,0.062222618609666824,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,0,up_proj,False,0.007258518598973751,0.004891006741672754,0.008125584572553635,0.12086257338523865,0.12086255848407745,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,1,up_proj,False,0.007433163467794657,0.005105421878397465,0.008695324882864952,0.12248160690069199,0.12248159945011139,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,2,up_proj,False,0.00739761907607317,0.005072603467851877,0.008667966350913048,0.12214449793100357,0.12214449793100357,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,3,up_proj,False,0.007845552638173103,0.0052353511564433575,0.009677515365183353,0.12597185373306274,0.12597185373306274,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,4,up_proj,False,0.006812516134232283,0.0044112419709563255,0.007873518392443657,0.11699827760457993,0.11699827760457993,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,5,up_proj,False,0.0064917695708572865,0.004244728945195675,0.00763264624401927,0.11395570635795593,0.11395570635795593,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,0,v_proj,False,0.009736080653965473,0.003940909169614315,0.010905230417847633,0.1380646824836731,0.1380646824836731,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,1,v_proj,False,0.008971265517175198,0.004198042675852776,0.009936569258570671,0.12929511070251465,0.12929509580135345,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,2,v_proj,False,0.0144659373909235,0.005429528653621674,0.015081583522260189,0.15818069875240326,0.15818069875240326,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,3,v_proj,False,0.009243590757250786,0.004351151641458273,0.01005457527935505,0.13219211995601654,0.13219211995601654,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,4,v_proj,False,0.008833766914904118,0.004256200511008501,0.009443490765988827,0.12475523352622986,0.12475523352622986,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.25_step_7989,7989,0.25,5,v_proj,False,0.01096067950129509,0.0045836507342755795,0.01213260181248188,0.14422164857387543,0.14422164857387543,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,0,down_proj,False,0.010464255698025227,0.013063370250165462,0.011675774119794369,0.1440017968416214,0.1440017819404602,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,1,down_proj,False,0.008792703039944172,0.011347657069563866,0.01205072645097971,0.1339464634656906,0.1339464634656906,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,2,down_proj,False,0.009283903986215591,0.011864066123962402,0.010137987323105335,0.13697876036167145,0.13697876036167145,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,3,down_proj,False,0.009755613282322884,0.012057913467288017,0.010486824437975883,0.13990463316440582,0.13990464806556702,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,4,down_proj,False,0.009560622274875641,0.011568677611649036,0.010433926247060299,0.13855300843715668,0.13855300843715668,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,5,down_proj,False,0.008986114524304867,0.010855271480977535,0.009943927638232708,0.13382142782211304,0.13382142782211304,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,0,k_proj,False,0.006940638180822134,0.008944345638155937,0.009816809557378292,0.09461744874715805,0.09461744874715805,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,1,k_proj,False,0.001982949674129486,0.0022436680737882853,0.0017743116477504373,0.04686843603849411,0.04686843603849411,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,2,k_proj,False,0.00263332505710423,0.003059772774577141,0.0024122868198901415,0.05337567627429962,0.05337567627429962,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,3,k_proj,False,0.0020923474803566933,0.002994297305122018,0.0022350186482071877,0.05579286441206932,0.05579286813735962,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,4,k_proj,False,0.00203284015879035,0.002901308936998248,0.0022205642890185118,0.05644424632191658,0.05644424632191658,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,5,k_proj,False,0.003357851877808571,0.004072598647326231,0.003309663850814104,0.06289777159690857,0.06289777159690857,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,0,q_proj,False,0.010653607547283173,0.008398817852139473,0.010987973771989346,0.10839064419269562,0.10839064419269562,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,1,q_proj,False,0.0048203300684690475,0.003930301871150732,0.004570165183395147,0.07616345584392548,0.07616345584392548,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,2,q_proj,False,0.005666687153279781,0.004530739970505238,0.005352013278752565,0.08332470059394836,0.08332470059394836,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,3,q_proj,False,0.004644411616027355,0.004357876256108284,0.004801132250577211,0.08376195281744003,0.08376195281744003,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,4,q_proj,False,0.004865399561822414,0.004233771003782749,0.0048029241152107716,0.08176826685667038,0.08176826685667038,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,5,q_proj,False,0.006207682192325592,0.004906669724732637,0.005719550885260105,0.08646778762340546,0.08646778762340546,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,0,up_proj,False,0.01458229124546051,0.009898798540234566,0.015973983332514763,0.17245693504810333,0.17245693504810333,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,1,up_proj,False,0.014028902165591717,0.009692003019154072,0.015828296542167664,0.16925527155399323,0.16925527155399323,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,2,up_proj,False,0.013790247961878777,0.009499686770141125,0.015487655997276306,0.16769590973854065,0.16769590973854065,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,3,up_proj,False,0.013792422600090504,0.009274435229599476,0.0159418024122715,0.16787727177143097,0.16787728667259216,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,4,up_proj,False,0.012478256598114967,0.008137285709381104,0.013924633152782917,0.15915749967098236,0.15915749967098236,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,5,up_proj,False,0.011903731152415276,0.007841276936233044,0.013418748043477535,0.15513333678245544,0.15513333678245544,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,0,v_proj,False,0.015874642878770828,0.006544611882418394,0.01777178794145584,0.17831049859523773,0.17831049859523773,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,1,v_proj,False,0.014367855153977871,0.006808189675211906,0.01555961836129427,0.16408485174179077,0.16408485174179077,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,2,v_proj,False,0.024892909452319145,0.00937990564852953,0.026054413989186287,0.2076229453086853,0.2076229304075241,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,3,v_proj,False,0.015846168622374535,0.007468495052307844,0.016685884445905685,0.173822820186615,0.173822820186615,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,4,v_proj,False,0.015207533724606037,0.0073388926684856415,0.015886366367340088,0.16313618421554565,0.16313618421554565,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.5_step_15978,15978,0.5,5,v_proj,False,0.019099853932857513,0.00808373000472784,0.020725548267364502,0.19088618457317352,0.19088618457317352,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,0,down_proj,False,0.012603742070496082,0.015758797526359558,0.013881105929613113,0.1582401543855667,0.1582401543855667,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,1,down_proj,False,0.010047941468656063,0.012959999032318592,0.012962420471012592,0.14320380985736847,0.14320380985736847,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,2,down_proj,False,0.011419654823839664,0.014625802636146545,0.012393406592309475,0.1520545482635498,0.1520545482635498,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,3,down_proj,False,0.01210598461329937,0.014983247965574265,0.01295384205877781,0.15588054060935974,0.15588052570819855,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,4,down_proj,False,0.011574584990739822,0.014025933109223843,0.012524530291557312,0.15254820883274078,0.15254820883274078,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,5,down_proj,False,0.010991400107741356,0.013278235681355,0.011979656293988228,0.14806011319160461,0.14806009829044342,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,0,k_proj,False,0.008267693221569061,0.010697826743125916,0.011744297109544277,0.10427543520927429,0.10427543520927429,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,1,k_proj,False,0.0023261394817382097,0.002659326419234276,0.002115057548508048,0.0512126088142395,0.0512126125395298,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,2,k_proj,False,0.0033647785894572735,0.003918488044291735,0.0030831298790872097,0.06016545370221138,0.06016545370221138,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,3,k_proj,False,0.002664340427145362,0.0037870551459491253,0.0027909409254789352,0.0630589947104454,0.0630589947104454,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,4,k_proj,False,0.00264127179980278,0.0037440324667841196,0.002834602491930127,0.06411358714103699,0.06411359459161758,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,5,k_proj,False,0.004216477274894714,0.005090553779155016,0.004083103034645319,0.07039963454008102,0.07039963454008102,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,0,q_proj,False,0.013546821661293507,0.010566994547843933,0.014074712991714478,0.12225855141878128,0.12225855141878128,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,1,q_proj,False,0.005857761949300766,0.004793038126081228,0.005582375917583704,0.08421239256858826,0.08421239256858826,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,2,q_proj,False,0.00716507900506258,0.005710645578801632,0.006699815858155489,0.09368328005075455,0.09368328750133514,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,3,q_proj,False,0.005716619081795216,0.005361523944884539,0.00584947457537055,0.09328451752662659,0.09328452497720718,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,4,q_proj,False,0.006077752914279699,0.005300251767039299,0.00598437525331974,0.09174777567386627,0.09174776822328568,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,5,q_proj,False,0.007897517643868923,0.006280562840402126,0.007284219842404127,0.09775131940841675,0.09775131195783615,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,0,up_proj,False,0.018449680879712105,0.012570708058774471,0.020123779773712158,0.1947600543498993,0.1947600543498993,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,1,up_proj,False,0.017340512946248055,0.012025268748402596,0.019305255264043808,0.18880653381347656,0.18880653381347656,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,2,up_proj,False,0.016993394121527672,0.0117537472397089,0.018936047330498695,0.18680515885353088,0.18680515885353088,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,3,up_proj,False,0.016578588634729385,0.011172979138791561,0.01880466565489769,0.1845567524433136,0.1845567524433136,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,4,up_proj,False,0.015242772176861763,0.009985043667256832,0.016883082687854767,0.1763402223587036,0.1763402372598648,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,5,up_proj,False,0.01448027789592743,0.009564929641783237,0.016115734353661537,0.17145493626594543,0.17145493626594543,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,0,v_proj,False,0.01865200698375702,0.007756625767797232,0.020932568237185478,0.19390784204006195,0.19390784204006195,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,1,v_proj,False,0.01674060709774494,0.007936786860227585,0.018009023740887642,0.17733082175254822,0.17733082175254822,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,2,v_proj,False,0.029511122032999992,0.011181310750544071,0.0309189110994339,0.22616349160671234,0.22616349160671234,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,3,v_proj,False,0.01904027909040451,0.008991656824946404,0.019965389743447304,0.19100166857242584,0.19100166857242584,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,4,v_proj,False,0.018513798713684082,0.00897590909153223,0.01920519955456257,0.18026475608348846,0.18026475608348846,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,fraction_0.75_step_23967,23967,0.75,5,v_proj,False,0.023074975237250328,0.009780148044228554,0.024885263293981552,0.20972616970539093,0.20972616970539093,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,0,down_proj,False,0.013310783542692661,0.016648460179567337,0.014624190516769886,0.16270685195922852,0.16270685195922852,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,1,down_proj,False,0.010608266107738018,0.013684654608368874,0.013521692715585232,0.14712730050086975,0.14712730050086975,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,2,down_proj,False,0.012079535983502865,0.01547940168529749,0.013091173954308033,0.15642668306827545,0.15642668306827545,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,3,down_proj,False,0.012814809568226337,0.015865016728639603,0.01369304396212101,0.16040530800819397,0.16040530800819397,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,4,down_proj,False,0.012209653854370117,0.014804581180214882,0.01319785974919796,0.15668189525604248,0.15668189525604248,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,5,down_proj,False,0.011618784628808498,0.014033366926014423,0.012615750543773174,0.15217316150665283,0.15217316150665283,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,0,k_proj,False,0.008608371950685978,0.01109076477587223,0.01201904471963644,0.10597122460603714,0.10597122460603714,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,1,k_proj,False,0.002526539610698819,0.0028625032864511013,0.002273568883538246,0.05296653136610985,0.05296653136610985,,,,,,
lora-match-seed43,LoRA lr-match (seed 43),LoRA lr-match,43,final_step_31956,31956,1.0,2,k_proj,False,0.0036396305076777935,0.004202607553452253,0.0033129530493170023,0.062412336468696594,0.062412336468696594,,,,,,
